Exact File Name,Proper Name,Description,Timeline/Era,File Path
mar_saba_monastery__-rawscan.glb,Mar Saba Monastery   Rawscan,"Mar saba monastery rawscan

the mar saba monastery is an eastern orthodox monastery located in the judean desert of the west bank. it was founded in the 5th century ad by saint sabas the sanctified, and has been continuously inhabited by monks for over 1,500 years.

historical.","5th century ad: founded by saint sabas the sanctified.
 6th century ad: monastery acquired valuable relics, including the head of saint john the baptist.
 7th-8th centuries ad: monastery raided and partially destroyed by arab tribes.
 11th-12th centuries ad: monastery rebuilt and expanded by byzantine emperors.
 13th-15th centuries ad: monastery under the control of the mamluks and later the ottomans.
 16th century ad: monastery acquired by the greek orthodox church.
 19th-20th centuries ad: monastery underwent extensive renovations and expansions.
 present day: monastery remains an active eastern orthodox monastery, with a community of over 20 monks.

historical era:

the mar saba monastery belongs to the early christian and byzantine historical era, which lasted from the 1st century ad to the 7th century ad.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/mar_saba_monastery__-rawscan.glb
leaning_tower_of_pisa.glb,Leaning Tower Of Pisa,"Leaning tower of pisa

the leaning tower of pisa is an iconic bell tower in the italian city of pisa. it is known for its distinctive lean, which is a result of its unstable foundation. the tower is made of white marble and has a total of eight floors. it is 56 meters tall, with a diameter of 15 meters at its base.

historical timeline

 1173: construction begins on the tower.
 1178: the tower begins to lean due to a faulty foundation.
 1275: construction is halted due to the tower's lean.
 1350: construction is resumed, and the tower is completed.
 1990: the tower is closed to the public due to safety concerns.
 1993: a stabilization project is completed, and the tower is reopened to the public.

historical era or period

the leaning tower of pisa belongs to the romanesque period of architecture, which flourished in europe from the 10th to the 12th centuries. the tower's distinctive lean is a result of the uneven settlement of its foundation, which is made of soft, sandy soil.",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/leaning_tower_of_pisa.glb
himeji_castle_himeji_hyogo_japan.glb,Himeji Castle Himeji Hyogo Japan,"Himeji castle

himeji castle, located in himeji, hyogo prefecture, japan, is a majestic fortress renowned for its elegant white exterior and intricate architectural design. it dates back to the sengoku period (1467-1615) and has witnessed a rich historical timeline:

- 1346: the first castle, himeyama castle, was constructed on the site.
- 1545: the castle was destroyed during a battle and rebuilt by yamana toyokazu.
- 1581: the castle was captured by toyotomi hideyoshi's forces.
- 1601: ikeda terumasa was appointed lord of the castle and began an extensive reconstruction project.
- 1609: the reconstruction was completed, giving the castle its current form and design.
- 1617: ikeda tadafusa, terumasa's son, became lord of the castle.
- 1649: the castle was passed to the matsudaira clan.
- 1868: the castle was seized by the meiji government.
- 1912: the castle was designated a national treasure of japan.
- 1993: the castle was designated a unesco world heritage site.

today, himeji castle stands as a testament to japan's architectural prowess and serves as a popular tourist attraction. its white plaster walls and intricate rooflines have earned it the nickname ""white heron castle."".",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/himeji_castle_himeji_hyogo_japan.glb
mesa_verde_national_park.glb,Mesa Verde National Park,"Mesa verde national park

mesa verde national park preserves the remnants of the ancestral puebloan culture, who inhabited the area from approximately 600 ad to 1300 ad.","600 ad: ancestral puebloans begin farming and building cliff dwellings and other structures.
 1000 ad: the culture reaches its peak, with the construction of large villages and elaborate kivas.
 1150 ad: the ancestral puebloans begin experiencing a drought and other environmental challenges.
 1250 ad: the ancestral puebloans abandon their settlements at mesa verde, possibly due to climate change and conflict with other groups.

historical era:

mesa verde national park belongs to the pre-columbian era of american history, specifically the period known as the ancestral puebloan period (c. 600 ad - 1300 ad).",/Users/mmadhusudan/Desktop/MyProject/My3DModels/mesa_verde_national_park.glb
tower_bridge.glb,Tower Bridge,"Tower bridge

description:
tower bridge is an iconic drawbridge spanning the river thames in london, england. it consists of two 213-foot-tall stone towers connected by two movable bascules that can be lifted to allow tall ships to pass through. the towers have victorian gothic-style architecture and are clad in cornish limestone and granite.

historical.","1872-1884: construction period
 1894: official opening by prince edward, prince of wales
 1910: electrically powered hydraulic system installed
 1932: motor vehicles allowed to cross the upper footbridge
 1952: bridge reopened after extensive repairs following world war ii
 1977: listed as a grade i structure by historic england
 1982: tower bridge exhibition opens inside the towers
 late 19th century: historical era/period - victorian era.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/tower_bridge.glb
laitse_radio_station.glb,Laitse Radio Station,"Laitse radio station

description:

laitse radio station was an experimental shortwave radio station established by the estonian military in 1922. it was one of the earliest radio stations in the world and played a crucial role in the development of radio communication in estonia.

historical.","1922: established by the estonian military.
 1923: broadcast its first signal on 560 meters.
 1926: moved to a new location with a more powerful transmitter.
 1927: began broadcasting regular programs.
 1930s: played a significant role in the estonian war of independence (1918-1920).
 1940s: seized by the soviet union during world war ii.
 1991: estonia regained independence and laitse radio station was restored.
 present: operates as a radio museum.

historical era:

interwar period (1918-1939).",/Users/mmadhusudan/Desktop/MyProject/My3DModels/laitse_radio_station.glb
arc_de_triomphe.glb,Arc De Triomphe,"Arc de triomphe

the arc de triomphe is a monumental triumphal arch in paris, france. it was commissioned by emperor napoleon bonaparte in 1806 to commemorate the victories of the grande armée. it was designed by jean chalgrin and completed in 1836.

historical.","1806: napoleon declares the construction of the arc de triomphe.
 1811: foundation stone is laid.
 1814: paris falls to the allies, who rename the arch as ""arc de triomphe de la paix"" (arch of triumph of peace).
 1836: the arch is completed under king louis-philippe i.
 1840: remains of napoleon are interred beneath the arch.
 1885: a bronze statue of the goddess of victory is placed on top of the arch.
 1919: the first victory parade takes place on the champs-élysées, passing under the arch.
 1920s-1930s: the arch becomes a symbol of french nationalism.
 1940-1944: the arch is occupied by the nazis during world war ii.
 1945: victory parade is held under the arch after the end of world war ii.
 1989: the arch is wrapped in fabric by artists christo and jeanne-claude.
 present: the arc de triomphe remains a prominent landmark and tourist attraction in paris.

historical era:

the arc de triomphe belongs to the neoclassical period (c. 1750-1820), characterized by its inspiration from ancient greek and roman architecture.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/arc_de_triomphe.glb
cave_hotel_cappadocia.glb,Cave Hotel Cappadocia,"Cave hotel cappadocia

description:

cave hotel cappadocia is a unique and charming boutique hotel located in the heart of cappadocia, turkey. the hotel comprises several historic cave dwellings that have been meticulously restored and renovated to provide luxurious accommodations for guests. each suite is spacious and elegantly decorated, featuring private bathrooms, cozy fireplaces, and panoramic views of the surrounding valleys.

historical.","The caves inhabited by the hotel date back to the roman period (1st century bc - 5th century ad), and possibly even earlier. the region of cappadocia has a rich history of human habitation, with people first settling in the area as early as the neolithic period (10,000 - 8,000 bc).

historical era or period:

the caves that now house the hotel likely saw their most extensive use as dwellings and storage spaces during the byzantine period (5th - 15th century ad). it is possible that some of the caves were also used as religious sanctuaries or churches during this time.

timeline summary:

 neolithic period (10,000 - 8,000 bc): first settlements in cappadocia
 roman period (1st century bc - 5th century ad): construction of the caves
 byzantine period (5th - 15th century ad): extensive use of caves as dwellings and religious spaces
 21st century: restoration and transformation into a luxury hotel.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/cave_hotel_cappadocia.glb
arc_de_triomphe_-_portal.glb,Arc De Triomphe   Portal,"Arc de triomphe portal:

description: a monumental triumphal arch located in paris, france, commemorating the victories of the french army under napoleon bonaparte.

historical.","Construction: 1806-1836
 inauguration: 1836
 historical era: first french empire (1804-1814)
 historical significance:
     symbolizes napoleon bonaparte's military victories and national pride.
     became a focal point for celebrations and parades.
     remained an enduring symbol of french military glory and architecture.
 current status: a national monument and major tourist destination.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/arc_de_triomphe_-_portal.glb
vatican_and_st._peter_basilica.glb,Vatican And St. Peter Basilica,"Vatican and st. peter's basilica

the vatican city is an independent city-state surrounded by rome and is the smallest country in the world by both area and population. it is the seat of the roman catholic church, the spiritual and administrative center of the catholic church.

the vatican city was founded in 1929 by the lateran treaty between the holy see and the kingdom of italy. the treaty established the vatican city as an independent state, and it has been recognized as such by most countries since then.

st. peter's basilica is a large, ornate basilica located in the vatican city. it is one of the most important pilgrimage sites for catholics around the world. it is believed that st. peter was buried in the basilica, which was built over his tomb.

the construction of st. peter's basilica began in the 16th century, and it was completed in the early 17th century. the basilica is a masterpiece of renaissance and baroque architecture, and it is one of the most visited tourist attractions in the world.

historical timeline

 4th century ad: the original st. peter's basilica is built by emperor constantine.
 1506: construction of the new st. peter's basilica begins under pope julius ii.
 1626: the new st. peter's basilica is completed.
 1929: the lateran treaty establishes the vatican city as an independent state.

the vatican and st. peter's basilica belong to the renaissance and baroque historical periods, which can be dated approximately from 1400 to 1750.",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/vatican_and_st._peter_basilica.glb
cathedral_of_santa_maria_del_fiore.glb,Cathedral Of Santa Maria Del Fiore,"Cathedral of santa maria del fiore

the cathedral of santa maria del fiore, also known as the duomo, is a masterpiece of italian gothic architecture located in florence, italy.

historical.","Early 13th century: construction began in 1294 under the patronage of the arte della lana (wool guild).
 early 14th century: arnolfo di cambio designed the octagonal dome.
 mid-14th century: work on the dome was suspended due to lack of funding.
 14th century: the nave, aisles, and transepts were completed.
 early 15th century: filippo brunelleschi designed and built the innovative double-shelled dome.
 mid-15th century: the dome was completed.
 late 15th century: the façade was added.
 late 16th century: the lantern atop the dome was added.
 19th century: the cathedral underwent extensive restoration.

historical era:

the cathedral of santa maria del fiore belongs to the gothic period, which extended from the 12th to the 16th centuries. this period was characterized by pointed arches, ribbed vaults, and the use of flying buttresses to support tall structures.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/cathedral_of_santa_maria_del_fiore.glb
palace_of_versailles.glb,Palace Of Versailles,"## palace of versailles

the palace of versailles is an iconic monument of french history, renowned for its grandeur and opulence. it was built as a royal hunting lodge by king louis xiii in the 17th century and was gradually expanded and embellished by his son, louis xiv, who transformed it into an extravagant palace fit for a king.

historical.","1624: louis xiii builds a small hunting lodge at versailles.
 1662: louis xiv begins major construction and renovations, turning the lodge into a lavish palace.
 1682: the palace is officially inaugurated and becomes the main residence of the french court.
 1710: the palace of versailles reaches its peak of grandeur and opulence under louis xiv.
 1789: the outbreak of the french revolution forces the royal family to abandon versailles.
 1793: the palace is converted into a museum and opened to the public.
 1837: the palace is restored and redecorated to its former glory under king louis-philippe i.
 1919: the treaty of versailles is signed in the hall of mirrors, ending world war i.
 1979: unesco declares the palace of versailles a world heritage site.

historical era:

the palace of versailles primarily belongs to the ancien régime or the early modern era, which lasted from the 16th to the 18th centuries. it embodies the height of the french monarchy and the absolutist rule of louis xiv, who sought to assert his divine right and centralize power around the palace.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/palace_of_versailles.glb
saint_basils_cathedral_3d_model.glb,Saint Basils Cathedral 3D Model,"Saint basil's cathedral 3d model

this detailed 3d model captures the iconic architecture of saint basil's cathedral in moscow, russia.

historical.","1555-1561: construction by ivan the terrible to commemorate the conquest of kazan and astrakhan.
 16th century: completed with its distinctive colorful domes and onion-shaped towers.
 17th-18th centuries: renovations and additions, including the addition of a new dome and bell tower.
 19th century: restored by architect konstantin thon.
 20th century: survived the soviet era and was declared a unesco world heritage site.
 present: remains a prominent landmark and a symbol of russian culture and architecture.

historical era:

 russian renaissance (1547-1682).",/Users/mmadhusudan/Desktop/MyProject/My3DModels/saint_basils_cathedral_3d_model.glb
moai_easter_island_statue.glb,Moai Easter Island Statue,"Moai easter island statue

the moai are enigmatic stone monoliths carved by the rapa nui people of easter island in the southeastern pacific ocean.

historical.","1100-1680 ce: rapa nui people begin carving moai.
 1400-1650 ce: moai construction reaches its peak.
 1700-1850 ce: european arrival and subsequent raids lead to a decline in moai carving.
 1865-1867: epidemics and slave raids decimate the rapa nui population.
 1888: easter island is annexed by chile.
 1955: thor heyerdahl's kon-tiki expedition reignites interest in moai.
 1995: unesco declares easter island a world heritage site.

historical era:

the moai belong to the pre-columbian polynesian era, specifically the late prehistory period (1100-1680 ce).",/Users/mmadhusudan/Desktop/MyProject/My3DModels/moai_easter_island_statue.glb
mt_rushmore.glb,Mt Rushmore,"Mount rushmore

historical.","1889: sculptor gutzon borglum envisions carving a monument to american presidents into the black hills of south dakota.
 1923: borglum begins working on the project, with financial support from the federal government.
 1924: borglum carves the face of george washington.
 1927: borglum completes the carving of thomas jefferson.
 1930: abraham lincoln's face is finished.
 1933: theodore roosevelt's face is completed.
 1934: congress formally establishes mount rushmore national memorial.
 1936: modifications to the carving continue under the direction of borglum's son, lincoln borglum.
 1939: mount rushmore is dedicated by president franklin d. roosevelt.
 1941: lincoln borglum completes the final sculpting of mount rushmore.

historical era:

 progressive era (late 19th to early 20th century): a period of social and political reforms aimed at addressing industrialization and urbanization. mount rushmore reflects the progressive era's interest in promoting american patriotism and national identity.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/mt_rushmore.glb
the_great_sphinx_of_giza.glb,The Great Sphinx Of Giza,"Description:

the great sphinx of giza is a human-headed lion statue renowned for its monumental scale and enigmatic expression. carved from a single limestone bedrock, it stands guard over the giza necropolis, a vast complex of pyramids and tombs. the sphinx's body resembles a lion, symbolizing power and majesty, while its human head is believed to represent pharaoh khafre.

historical.","C. 2558-2532 bce (old kingdom):

 constructed during the reign of pharaoh khafre, along with the pyramid of khafre.
 the sphinx was likely an integral part of the mortuary temple of khafre's pyramid.

c. 2150-2055 bce (first intermediate period):

 the sphinx endured significant erosion and weathering.

c. 1458-1292 bce (new kingdom):

 pharaoh thutmose iv ordered repairs to the sphinx, restoring its nose and beard.
 the sphinx gained a reputation as a powerful deity and became a site of worship.

c. 640-650 ce (arab conquest):

 muslim conquerors destroyed the sphinx's nose, possibly as a symbol of its false god status.

1817-1828 ce (european exploration):

 european travelers began excavating the sphinx, removing large amounts of sand around its base.

1920s-1930s ce (restoration):

 extensive restoration efforts were undertaken to stabilize and preserve the sphinx.

present day:

 the great sphinx of giza remains one of the most iconic monuments in the world, attracting visitors and scholars alike.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/the_great_sphinx_of_giza.glb
petronas_towers_voxel.glb,Petronas Towers Voxel,"Petronas towers voxel is a 3d voxel model of the petronas twin towers, designed by argentinian artist tomas saraceno. the artwork was created in 2017 and is part of saraceno's ""aerocene"" series, which explores the potential of sustainable and eco-friendly air travel. the petronas towers voxel is composed of over 100,000 individual voxels, each of which represents a different shade of blue. the artwork is suspended from the ceiling and slowly rotates, creating a mesmerizing and immersive experience for viewers.

historical era or period:

the petronas towers voxel belongs to the contemporary art period, which encompasses artworks created from the 1960s to the present day. contemporary art is characterized by its emphasis on experimentation, innovation, and a departure from traditional artistic conventions. saraceno's petronas towers voxel is a prime example of contemporary art, as it utilizes advanced technology and explores themes of sustainability and environmentalism.",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/petronas_towers_voxel.glb
pyramid_of_menkaure_giza_pyramid_complex_egypt.glb,Pyramid Of Menkaure Giza Pyramid Complex Egypt,"Pyramid of menkaure (mycerinus)

 location: giza pyramid complex, egypt
 dimensions: height: 66 m (217 ft)
 volume: 2,900,000 cubic meters

historical.","Construction period: c. 2532-2503 bce
 historical era: old kingdom of egypt (fourth dynasty)

significance:

 built as the tomb of pharaoh menkaure, the last king of the fourth dynasty.
 notably smaller than the pyramids of khufu and khafre, reflecting a decline in resources or ambition.
 made of limestone with a pink granite casing that was later stripped away.
 contains an antechamber, burial chamber, and several other smaller chambers.
 the mortuary temple and causeway associated with the pyramid were never completed.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/pyramid_of_menkaure_giza_pyramid_complex_egypt.glb
petronas_twin_towers.glb,Petronas Twin Towers,"About the petronas twin towers:

the petronas twin towers, located in kuala lumpur, malaysia, are identical 88-story skyscrapers that stand at a height of 451.9 meters (1,483 feet). the towers were designed by argentine-american architect cesar pelli and completed in 1998.

historical.","20th century:

 1991: construction begins on the petronas twin towers.
 1994: the towers are topped out, making them the tallest buildings in the world at the time.
 1998: the petronas twin towers are officially opened.

historical era or period:

the petronas twin towers belong to the late 20th century architectural era, characterized by a focus on modern design, advanced construction techniques, and skyscrapers.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/petronas_twin_towers.glb
golden_gate_bridge.glb,Golden Gate Bridge,"Golden gate bridge

the golden gate bridge is a suspension bridge spanning the golden gate strait in san francisco, california. it is one of the most iconic landmarks in the world and is widely recognized for its striking orange color.

historical.","1923: joseph b. strauss begins lobbying for a bridge to be built across the golden gate strait.
 1933: construction begins on the bridge.
 1937: the bridge is completed and opened to traffic.
 1964: the bridge is added to the national register of historic places.
 1987: the bridge is painted with its signature orange color.

historical era:

the golden gate bridge was built during the great depression, a period of economic hardship in the united states. it is a testament to the resilience of the american people and their ability to overcome adversity.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/golden_gate_bridge.glb
tour_eiffel_-_eiffel_tower.glb,Tour Eiffel   Eiffel Tower,"Tour eiffel (eiffel tower)

description:
the eiffel tower is a lattice tower located in paris, france. it is named after gustave eiffel, the engineer who designed it. the tower is 330 meters (1,083 feet) tall, and its construction was completed in 1889. it has become one of the most iconic landmarks in the world and a popular tourist destination.

historical.","1884: the idea for the eiffel tower was conceived as the centerpiece of a planned international exposition to celebrate the centennial of the french revolution.
 1886: gustave eiffel and his engineering team began construction on the tower.
 1889: the eiffel tower was completed and opened to the public as the centerpiece of the universal exposition of 1889, which celebrated the 100th anniversary of the french revolution.
 1906: the tower was temporarily used as a radiotelegraph station.
 1909: the eiffel tower was first illuminated by electric lights.
 1925: the first elevators were installed in the tower.
 1935: the eiffel tower was declared a historical monument.
 1986: the tower was renovated and repainted.
 2022: the eiffel tower underwent major renovations and improvements to enhance its accessibility and sustainability.

historical era:
the eiffel tower was built during the industrial revolution and belongs to the victorian era.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/tour_eiffel_-_eiffel_tower.glb
taj_mahal_3d_model.glb,Taj Mahal 3D Model,"Taj mahal 3d model:

the taj mahal 3d model is a digital recreation of the iconic mausoleum in agra, india. it provides a detailed and immersive experience of the monument's intricate architecture, lavish interiors, and surrounding gardens.

historical.","Construction: 1632-1653 ce
 reign of emperor shah jahan: mughal empire, 1628-1658 ce
 completed: under the supervision of ustad ahmad lahauri, persian architect

historical era:

the taj mahal is a symbol of the mughal empire's architectural grandeur and belongs to the era of islamic medieval architecture in india. it was built during the reign of emperor shah jahan as a memorial for his beloved wife, mumtaz mahal.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/taj_mahal_3d_model.glb
colosseum_rome_italy.glb,Colosseum Rome Italy,"Description of colosseum rome italy:

the colosseum, an iconic amphitheater in rome, italy, is an architectural masterpiece known for its grand scale and advanced construction techniques. it is the largest amphitheater ever built and remains one of the most recognizable structures in the world.

historical.","C. 70-80 ce: construction of the colosseum is initiated by emperor vespasian of the flavian dynasty.
 80 ce: the colosseum is inaugurated by vespasian's son, emperor titus, with elaborate gladiatorial contests.
 later flavian period: titus's brother, domitian, makes modifications to the colosseum, adding a retractable awning and strengthening the structure.
 later roman empire: the colosseum continues to be used for gladiatorial contests, animal hunts, and other spectacles until the 6th century ce.
 middle ages: the colosseum is used as a fortification and a quarry for building materials.
 renaissance period: the colosseum becomes a symbol of roman history and a popular tourist destination.
 modern era: in the 19th and 20th centuries, the colosseum undergoes extensive restorations to preserve its ancient grandeur.

historical era or period:

the colosseum belongs primarily to the flavian period of roman history (69-96 ce). its construction and early use coincide with the reign of emperor vespasian, titus, and domitian. however, it continued to be used and modified throughout the later roman empire and beyond, influencing subsequent architectural and cultural developments.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/colosseum_rome_italy.glb
christ_the_redeemer_rio_de_janeiro.glb,Christ The Redeemer Rio De Janeiro,"Christ the redeemer, rio de janeiro

description:

christ the redeemer is a colossal statue of jesus christ perched atop corcovado mountain overlooking rio de janeiro, brazil. constructed of reinforced concrete and soapstone, it stands at 98 feet (30 meters) tall.

historical.","1920s: idea for a religious monument on corcovado mountain conceived.
 1922: construction begins on the pedestal, designed by heitor da silva costa.
 1927-1931: statue designed by french sculptor paul landowski and built in france.
 1931: statue arrives in rio and is assembled on the pedestal.
 october 12, 1931: christ the redeemer is inaugurated, becoming an iconic symbol of brazil and catholicism.
 1980: statue damaged by lightning and vandalism.
 1990: statue undergoes major restoration.
 2007: christ the redeemer is chosen as one of the new seven wonders of the world.
 2010: statue is fitted with led lighting, allowing for dynamic color displays.

historical era or period:

the construction of christ the redeemer occurred during the modernist era (early 20th century), which witnessed a surge in technological advancements and a shift towards simplicity and functionality in design.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/christ_the_redeemer_rio_de_janeiro.glb
palace_of_westminster.glb,Palace Of Westminster,"Palace of westminster

the palace of westminster, also known as the houses of parliament, is a historic building located in london, england. it serves as the meeting place for both the house of commons and the house of lords, the two chambers of the parliament of the united kingdom.

historical.","C. 1042-1216: edward the confessor constructs a royal palace on the site.
 1295-1308: king edward i builds a great hall, which becomes the first permanent seat of parliament.
 14th-16th centuries: numerous additions and extensions, including westminster hall and st. stephen's chapel.
 1547: the palace is largely destroyed by fire.
 1548-1603: reconstruction and restoration by sir christopher wren.
 1690: another major fire destroys most of the palace.
 1698-1716: wren designs and builds a new palace in the baroque style.
 19th century: extensive rebuilding and renovations, including the construction of the iconic victoria tower.
 1911-1913: a fire in the house of commons prompts further renovations.
 1941: the palace is extensively damaged during the blitz.
 1950s-1960s: restoration and rebuilding continues.

historical era:

the palace of westminster belongs primarily to the medieval and renaissance periods, with later additions and renovations in the baroque, georgian and victorian eras.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/palace_of_westminster.glb
sw_angkor_entrance_2.glb,Sw Angkor Entrance 2,"Site description:

sw angkor entrance 2 is an ancient stone gateway located at the eastern entrance of the angkor thom walled city in cambodia. it marks the entrance to the royal palace and other important structures within the city.

historical.","12th century (angkorian period): the gateway was likely constructed during the reign of king jayavarman vii (r. 1181-1218) as part of his extensive renovation and expansion of angkor thom.
 13th-15th centuries (angkorian period): the gateway was used as an important ceremonial entrance to the royal palace and the city proper.
 16th century (post-angkorian period): the gateway became part of the abandoned angkor ruins after the fall of the khmer empire in the 15th century.
 19th-20th centuries (modern period): the gateway was restored and cleared of vegetation during the french colonial period and later by the cambodian government.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/sw_angkor_entrance_2.glb
the_charterhouse_chapel.glb,The Charterhouse Chapel,"The charterhouse chapel is a grade i listed chapel located in the charterhouse, a former monastery and now a public school in london. it was built in the 14th century and is one of the best surviving examples of medieval monastic architecture in england. the chapel is a large and imposing building, with a nave and chancel, and a tower at the west end. it is notable for its fine stained glass windows, which date from the 14th, 15th, and 16th centuries.

historical timeline:

 1349: the chapel was founded by sir walter manny, a close friend of king edward iii.
 1371: the chapel was consecrated by the bishop of winchester.
 1539: the charterhouse was dissolved by king henry viii.
 1541: the chapel was sold to thomas howard, duke of norfolk.
 1591: the chapel was purchased by thomas sutton, the founder of charterhouse school.
 1611: the chapel was restored and rededicated.
 1842: the chapel was extensively restored by sir george gilbert scott.
 1941: the chapel was damaged by a bomb during the second world war.
 1951: the chapel was restored and rededicated.

the charterhouse chapel is a magnificent example of medieval monastic architecture, and is one of the most important historical buildings in london. it is a reminder of the city's rich history, and is a popular tourist destination.",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/the_charterhouse_chapel.glb
cour_du_chateau_de_chambord.glb,Cour Du Chateau De Chambord,"Cour du château de chambord

the cour du château de chambord is a monumental courtyard within the château de chambord, an iconic renaissance castle in the loire valley, france.

historical.","Early 16th century (c. 1519-1547):
     king francis i begins construction of the castle.
     the courtyard is designed as the grand entrance to the castle.

 late 16th century (c. 1560-1589):
     the courtyard is completed under king charles ix.

 17th century:
     the castle and courtyard are used as a royal residence for hunting and entertainment.

 18th century:
     the castle is neglected and falls into disrepair.

 19th century (1821):
     king louis-philippe i restores the castle and courtyard.

 20th century:
     the castle and courtyard become a national monument in 1930.

 21st century:
     the cour du château de chambord is a popular tourist destination, known for its impressive scale and architectural details.

historical era or period:

the cour du château de chambord belongs to the renaissance era of architecture (c. 14th - 17th century). it exemplifies the grandeur and symmetry that characterized this period, with its vast dimensions, elaborate archways, and intricate ornamentation.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/cour_du_chateau_de_chambord.glb
elizabeth_tower_big_ben.glb,Elizabeth Tower Big Ben,"Elizabeth tower big ben

 description: a clock tower attached to the north end of the palace of westminster in london, housing a large bell known as big ben. it is a cultural icon of the united kingdom.

historical timeline

 1288: a clock tower known as the clock house existed on the site.
 1368: the clock house was rebuilt.
 1698: the clock house was destroyed by fire.
 1707: a new clock tower was erected, housing a new clock with a bell.
 1834: the new clock tower was damaged by fire.
 1843: the present clock tower, designed by charles barry and augustus pugin, was completed.
 1859: the bell known as big ben was installed.
 1983-1984: the clock tower underwent major renovations.
 2017-2022: the clock tower was closed for extensive restoration work.

historical era/period

elizabeth tower big ben belongs to the victorian era (1837-1901), as it was completed and the bell was installed during this period. the original clock tower dates back to the medieval period, while the present tower is an example of neo-gothic architecture.",Era not specified.,/Users/mmadhusudan/Desktop/MyProject/My3DModels/elizabeth_tower_big_ben.glb
candi_prambanan_low_poly.glb,Candi Prambanan Low Poly,"Candi prambanan low poly

the video game asset ""candi prambanan low poly"" is a three-dimensional model of the prambanan temple complex in indonesia, created using a low-polygonal style.

historical.","8th century ce:
 construction of the original prambanan temple by the syailendra dynasty.

9th century ce:
 expansion of the temple by the sanjaya dynasty.

10th century ce:
 sacking and destruction of prambanan by the srivijaya kingdom.

16th century ce:
 rediscovery and exploration of the ruins.

1950s ce:
 restoration and reconstruction of the temple complex.

2020s ce:
 creation of the ""candi prambanan low poly"" video game asset.

historical era:
the original construction of prambanan belongs to the mataram era (8th-10th centuries ce) of ancient javanese history. however, the video game asset is a modern creation, representing a much later historical period.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/candi_prambanan_low_poly.glb
casa_dello_scheletro_at_herculaneum.glb,Casa Dello Scheletro At Herculaneum,"Casa dello scheletro (house of the skeleton) at herculaneum

the casa dello scheletro is a well-preserved ancient roman house located in the archaeological site of herculaneum, near naples, italy. it is believed to belong to the 1st century ce, during the roman empire.

historical.","1st century ce: the house is built during the reign of the roman emperor nero.
 79 ce: the eruption of mount vesuvius buries herculaneum in ash and pumice, preserving the house and its contents.
 1709: the house is discovered during excavations.
 1739: the remains of a skeleton are found in the house, giving it its name.
 19th century: the house is restored and opened to the public.
 present: the casa dello scheletro remains a popular tourist destination, showcasing the daily life and architecture of a roman villa in the 1st century ce.",/Users/mmadhusudan/Desktop/MyProject/My3DModels/casa_dello_scheletro_at_herculaneum.glb
palace_of_the_popes_avignon_france.glb,Palace Of The Popes Avignon France,"Palace of the popes, avignon, france

historical.","14th century (gothic period):

 c. 1334: construction begins under pope benedict xii
 c. 1342: palace completed
 1353: pope innocent vi arrives in avignon and resides in the palace

15th century (early renaissance):

 1403: palace becomes the residence of the antipopes clement vii and benedict xiii
 1408: urban v attempts to return the papacy to rome, but the antipopes remain in avignon
 1415: council of constance deposes the antipopes and ends the western schism

16th century (late renaissance):

 1533: avignon and the palace are annexed by france
 1598: palace becomes a prison
 1791: palace is sold during the french revolution

19th century (gothic revival):

 1879: palace is purchased by the french government
 1906: palace is restored and opened to the public as a historical monument

historical era or period:

 avignon papacy (1309-1423).",/Users/mmadhusudan/Desktop/MyProject/My3DModels/palace_of_the_popes_avignon_france.glb
